gene	geneName	baseMean	log2FC	stderror	padj
CNAG_05528	NA	23.684	0.548	0.381	0.2986
CNAG_05529	HAD5	99.565	-0.013	0.205	0.9734
CNAG_05530	NA	518.164	0.159	0.124	0.3691
CNAG_05531	NA	146.487	0.681	0.189	0.002506
CNAG_05532	NA	426.135	-0.377	0.137	0.02673
CNAG_05533	NA	421.405	0.447	0.142	0.009199
CNAG_05534	PLR1	205.904	-0.231	0.16	0.2976
CNAG_05535	FHL1	388.972	-0.54	0.123	1.429e-4
CNAG_05536	NA	56.003	1.215	0.268	7.707e-5
CNAG_05537	NA	288.056	-0.124	0.141	0.5669
CNAG_05538	JJJ1	124.098	-0.326	0.177	0.1629
CNAG_05539	NA	95.496	-0.103	0.207	0.7663
CNAG_05540	URE1	232.103	0.283	0.149	0.1484
CNAG_05541	NA	1001.11	-0.271	0.097	0.02365
CNAG_05542	NA	7.248	-0.404	0.668	0.7078
CNAG_05543	NA	148.155	-0.107	0.173	0.6986
CNAG_05544	NA	223.852	-0.145	0.144	0.4965
CNAG_05545	NA	121.583	0.609	0.194	0.009689
CNAG_05546	NA	273.615	0.25	0.141	0.1823
CNAG_05547	NA	799.292	0.549	0.123	1.021e-4
CNAG_05548	NA	149.005	0.665	0.179	0.00173
CNAG_05549	NA	328.603	-0.3	0.135	0.08264
CNAG_05550	NA	2641.024	-0.185	0.119	0.2538
CNAG_05551	NA	164.36	-0.092	0.156	0.7138
CNAG_05552	NA	1576.654	-0.071	0.094	0.6315
CNAG_05553	NA	110.499	-0.179	0.186	0.5183
CNAG_05554	NA	1778.999	-0.169	0.105	0.2314
CNAG_05555	NA	13978.425	-0.441	0.092	2.813e-5
CNAG_05556	NA	8559.537	-0.456	0.099	5.615e-5
CNAG_05557	MMM1	280.306	0.073	0.13	0.7306
CNAG_05558	KIN4	315.473	-0.119	0.138	0.5778
CNAG_05559	NA	659.449	0.319	0.13	0.05084
CNAG_05562	PBX2	297.788	-0.085	0.157	0.7396
CNAG_05563	HOS2	429.987	-0.473	0.138	0.004183
CNAG_05564	NA	126.037	0.076	0.189	0.8128
CNAG_05565	NA	405.913	-0.35	0.126	0.02525
CNAG_05566	NA	154.17	-0.036	0.161	0.8955
CNAG_05567	PPP3	248.841	0.21	0.144	0.2921
CNAG_05568	PRY1	621.621	-0.004	0.124	0.9867
CNAG_05569	NA	448.913	0.071	0.119	0.7097
CNAG_05570	NA	878.606	0.138	0.11	0.3797
CNAG_05571	NA	387.654	-0.26	0.118	0.08618
CNAG_05572	NA	138.373	0.228	0.171	0.3415
CNAG_05573	NA	954.755	0.365	0.107	0.004393
CNAG_05574	NA	192.56	0.251	0.16	0.2489
CNAG_05575	NA	234.261	-0.181	0.149	0.3959
CNAG_05576	NA	1605.804	-0.477	0.098	1.734e-5
CNAG_05577	NA	373.205	0.404	0.136	0.01557
CNAG_05578	NA	2693.082	-0.002	0.088	0.991
CNAG_05579	NA	664.107	0.223	0.105	0.1001
CNAG_05580	NA	16.789	-0.195	0.449	0.7974
CNAG_05581	CHS3	2335.949	-0.051	0.091	0.7317
CNAG_05582	NA	51.032	0.014	0.27	0.9783
CNAG_05583	GCS1	381.112	-0.384	0.122	0.009428
CNAG_05584	NA	437.428	-0.115	0.125	0.5444
CNAG_05585	NA	63.237	0.158	0.238	0.676
CNAG_05586	NA	259.199	0.387	0.141	0.02688
CNAG_05587	NA	408.735	0.278	0.326	0.579
CNAG_05588	NA	226.385	0.355	0.142	0.04709
CNAG_05590	TCO2	2289.928	-0.306	0.09	0.004714
CNAG_05591	NA	445.582	-0.039	0.118	0.8484
CNAG_05592	ECA1	3567.515	0.026	0.104	0.8862
CNAG_05595	NA	2187.216	-0.175	0.092	0.1504
CNAG_05596	NA	2925.968	0.084	0.086	0.512
CNAG_05597	NA	619.695	-0.237	0.122	0.1389
CNAG_05598	NA	369.886	0.38	0.136	0.02404
CNAG_05599	NA	52.224	-0.314	0.27	0.4186
CNAG_05600	IGI1	1549.694	-0.016	0.124	0.9436
CNAG_05601	RIM13	500.347	0.237	0.121	0.1353
CNAG_05602	PUT2	9903.194	-1.529	0.088	2.4969999999999994e-65
CNAG_05603	NA	200.965	-0.518	0.15	0.003935
CNAG_05604	NA	1100.192	-0.068	0.094	0.6466
CNAG_05605	NA	133.167	-0.066	0.174	0.8229
CNAG_05606	NA	128.901	-0.167	0.177	0.5282
CNAG_05607	NA	207.852	-0.088	0.164	0.7444
CNAG_05608	NA	157.955	0.49	0.17	0.01928
CNAG_05609	NA	199.377	-0.672	0.166	5.155e-4
CNAG_05610	NA	293.007	0.267	0.142	0.1543
CNAG_05611	NA	129.2	-0.152	0.178	0.579
CNAG_05612	NA	219.787	0.006	0.142	0.9828
CNAG_05613	NA	1001.651	0.074	0.101	0.6393
CNAG_05614	NA	289.432	-0.046	0.136	0.847
CNAG_05615	NA	2391.764	-0.209	0.1	0.1068
CNAG_05616	NA	168.967	-0.18	0.166	0.456
CNAG_05617	GPI13	564.699	-0.113	0.131	0.5745
CNAG_05618	NA	727.625	0.077	0.108	0.6495
CNAG_05619	NA	499.75	-0.009	0.118	0.967
CNAG_05620	NA	187.084	0.436	0.163	0.03119
CNAG_05621	NA	237.036	-0.226	0.148	0.2663
CNAG_05622	RPH1	209.178	0.034	0.148	0.8954
CNAG_05623	NA	904.231	-0.19	0.14	0.331
CNAG_05624	NA	333.755	-0.225	0.129	0.192
CNAG_05626	NA	305.708	0.131	0.144	0.5502
CNAG_05627	NA	377.222	-0.347	0.123	0.02225
CNAG_05628	NA	241.033	0.132	0.164	0.6019
CNAG_05629	NA	634.411	-0.114	0.121	0.531
CNAG_05630	NA	168.478	0.064	0.165	0.8201
CNAG_05631	NA	3408.765	0.065	0.099	0.676
CNAG_05632	NA	219.182	-0.286	0.159	0.1762
CNAG_05633	NA	4501.498	-0.031	0.102	0.8618
CNAG_05634	NA	390.989	-0.169	0.122	0.3226
CNAG_05635	NA	446.856	-0.071	0.131	0.7396
CNAG_05636	NA	813.424	0.4	0.105	0.001279
CNAG_05637	NA	1562.079	-0.156	0.107	0.2911
CNAG_05638	NA	2494.168	0.63	0.092	3.469e-10
CNAG_05639	PPS1	321.57	-0.021	0.13	0.9286
CNAG_05640	NA	736.987	0.106	0.103	0.4807
CNAG_05641	NA	37.105	0.244	0.308	0.6098
CNAG_05642	FZC37	359.535	0.033	0.134	0.8873
CNAG_05643	NA	101.787	0.398	0.192	0.1093
CNAG_05644	NA	113.249	0.169	0.227	0.6345
CNAG_05645	NA	594.072	0.365	0.112	0.006572
CNAG_05646	NA	498.246	-0.314	0.119	0.03356
CNAG_05647	NA	267.511	0.057	0.156	0.8323
CNAG_05648	NA	105.11	-0.206	0.193	0.4644
CNAG_05649	NA	106.491	0.697	0.194	0.002432
CNAG_05650	UBP5	1302.069	0.253	0.094	0.02998
CNAG_05652	NA	491.733	-0.416	0.127	0.006497
CNAG_05653	MLS1	95.339	-0.542	0.207	0.03628
CNAG_05654	NA	7004.903	-0.158	0.101	0.2527
CNAG_05655	CML1	355.535	-0.074	0.14	0.7473
CNAG_05656	NA	101.218	0.054	0.221	0.8879
CNAG_05657	NA	117.355	-0.442	0.192	0.07097
CNAG_05658	NA	37.092	0.428	0.332	0.3635
CNAG_05659	NA	0.159	-1.54	4.08	0.8245
CNAG_05660	NA	1829.817	0.023	0.092	0.8873
CNAG_05661	NA	392.599	-0.107	0.122	0.5664
CNAG_05662	PTP1	313.204	-1.456	0.169	7.567e-16
CNAG_05663	NA	321.942	-0.367	0.128	0.01955
CNAG_05664	NA	446.624	-0.127	0.148	0.5752
CNAG_05665	NA	167.759	0.424	0.173	0.05217
CNAG_05666	NA	10.84	0.69	0.55	0.378
CNAG_05667	ITR3B	85.794	0.54	0.213	0.04297
CNAG_05668	NA	185.377	-0.433	0.163	0.03207
CNAG_05670	NA	0	NA	NA	NA
CNAG_05671	NA	209.838	0.047	0.151	0.8579
CNAG_05672	NA	424.662	0.096	0.116	0.5923
CNAG_05673	NA	502.852	0.029	0.119	0.8905
CNAG_05674	NA	368.446	-0.18	0.144	0.3793
CNAG_05675	NA	265.352	-0.125	0.143	0.5658
CNAG_05676	NA	681.177	-0.175	0.152	0.4231
CNAG_05677	NA	457.676	0.149	0.149	0.4998
CNAG_05678	NA	721.823	0.055	0.112	0.7681
CNAG_05679	NA	1251.917	-0.129	0.099	0.3579
CNAG_05682	NA	2463.078	0.121	0.083	0.2945
CNAG_05683	NA	159.933	0.082	0.165	0.7663
CNAG_05684	NA	250.861	-0.078	0.136	0.7232
CNAG_05685	NA	651.966	-1.024	0.109	7.918e-19
CNAG_05686	NA	527.659	0.435	0.114	0.001219
CNAG_05687	NA	572.207	0.052	0.112	0.7841
CNAG_05688	NA	400.254	0.137	0.121	0.4289
CNAG_05689	DAM1	455.776	-0.133	0.114	0.4191
CNAG_05690	RPD304	490.385	-0.128	0.115	0.4401
CNAG_05691	NA	4053.793	0.24	0.098	0.05128
CNAG_05692	LCB3	210.776	-0.566	0.147	0.001106
CNAG_05693	NA	130.762	0.199	0.192	0.4812
CNAG_05694	CKA1	1289.453	-0.307	0.096	0.008246
CNAG_05695	NA	432.487	-0.123	0.143	0.5745
CNAG_05696	NA	5407.579	0.116	0.095	0.3957
CNAG_05697	NA	247.291	0.009	0.168	0.9784
CNAG_05698	NA	285.85	0.185	0.139	0.3446
CNAG_05699	NA	264.766	-0.458	0.138	0.0058
CNAG_05700	NA	661.687	0.011	0.105	0.9546
CNAG_05701	TPM1	2593.51	-0.043	0.089	0.7741
CNAG_05702	NA	187.7	-0.212	0.15	0.3085
CNAG_05703	LRG1	189.155	-0.248	0.149	0.2176
CNAG_05704	NA	81.746	0.349	0.218	0.2375
CNAG_05705	NA	115.065	-0.405	0.181	0.0803
CNAG_05706	NA	198.687	-0.254	0.16	0.2424
CNAG_05707	NA	1013.234	-0.025	0.1	0.8882
CNAG_05708	UBP14	531.737	-0.106	0.129	0.5967
CNAG_05711	NA	1602.142	-0.198	0.104	0.1482
CNAG_05712	RIB4	2157.854	0.216	0.107	0.1213
CNAG_05713	NA	620.686	0.046	0.121	0.8224
CNAG_05714	NA	480.845	-0.235	0.14	0.2132
CNAG_05715	NA	414.665	0.386	0.128	0.0128
CNAG_05716	NA	90.03	-0.042	0.2	0.9025
CNAG_05717	NA	86.821	0.72	0.217	0.0058
CNAG_05718	NA	147.254	0.333	0.184	0.1747
CNAG_05719	NA	118.707	0.045	0.186	0.8899
CNAG_05720	NA	588.049	0.462	0.14	0.006006
CNAG_05721	MFE2	177.686	-0.257	0.16	0.2339
CNAG_05722	NA	3056.377	-0.237	0.1	0.06162
CNAG_05723	NA	52.189	0.021	0.263	0.9669
CNAG_05724	NA	466.245	-0.448	0.133	0.004894
CNAG_05725	NA	3847.928	-0.577	0.083	1.895e-10
CNAG_05726	EMC3	721.509	0.08	0.107	0.6291
CNAG_05727	NA	6.223	-0.286	0.716	0.8138
CNAG_05728	NA	7.486	1.618	0.713	0.0756
CNAG_05729	NA	0.179	-1.54	3.971	0.8194
CNAG_05730	NA	238.281	-0.024	0.142	0.9265
CNAG_05731	NA	2351.186	0.314	0.118	0.03227
CNAG_05732	NA	205.118	0.386	0.171	0.07909
CNAG_05733	NA	297.054	0.326	0.139	0.06367
CNAG_05734	SLA2	354.461	0.123	0.126	0.513
CNAG_05735	NA	58.185	1.223	0.272	9.136e-5
CNAG_05736	NA	15.134	0.589	0.463	0.3704
CNAG_05737	NA	120.416	0.726	0.209	0.003628
CNAG_05738	NA	15.143	-0.054	0.45	0.9466
CNAG_05739	NA	162.945	0.54	0.174	0.01054
CNAG_05740	RAM1	65.651	0.213	0.23	0.5396
CNAG_05741	NA	293.748	-0.235	0.132	0.1809
CNAG_05742	STP1	127.816	0.33	0.18	0.1658
CNAG_05743	NA	245.505	0.092	0.159	0.7231
CNAG_05744	NA	130.597	-0.072	0.173	0.807
CNAG_05745	NA	1008.065	-0.214	0.103	0.1086
CNAG_05746	NA	109.453	-0.169	0.197	0.5785
CNAG_05747	NA	332.652	0.732	0.14	3.379e-6
CNAG_05748	NA	136.505	-0.338	0.204	0.22
CNAG_05749	NA	218.722	-0.108	0.147	0.6389
CNAG_05750	ATP1	16917.796	-0.221	0.097	0.07495
CNAG_05751	NA	570.861	-0.066	0.111	0.7115
CNAG_05752	KAR3	688.711	-0.544	0.109	1.053e-5
CNAG_05753	6	2167.158	-0.3	0.114	0.03413
CNAG_05755	NA	505.555	-0.587	0.113	4.422e-6
CNAG_05756	NA	1014.182	-0.378	0.1	0.001374
CNAG_05757	NA	250.444	-0.569	0.141	5.185e-4
CNAG_05758	NA	448.062	0.099	0.115	0.5776
CNAG_05759	NA	3023.294	-0.156	0.12	0.3569
CNAG_05760	NA	239.764	0.64	0.165	9.484e-4
CNAG_05761	NA	854.686	-0.046	0.103	0.7926
CNAG_05762	NA	66101.701	-0.63	0.104	4.675e-8
